District,Year,Disease,Occurrences
District_341,2021,Malaria,1
District_341,2022,Chikungunya,0
District_341,2022,Dengue,0
District_341,2022,Yellow fever,1
District_341,2022,Malaria,0
District_341,2023,Chikungunya,0
District_341,2023,Dengue,0
District_341,2023,Yellow fever,1
District_341,2023,Malaria,0
District_342,2018,Chikungunya,0
District_342,2018,Dengue,1
District_342,2018,Yellow fever,0
District_342,2018,Malaria,1
District_342,2019,Chikungunya,0
District_342,2019,Dengue,0
District_342,2019,Yellow fever,1
District_342,2019,Malaria,1
District_342,2020,Chikungunya,0
District_342,2020,Dengue,1
District_342,2020,Yellow fever,1
District_342,2020,Malaria,1
District_342,2021,Chikungunya,0
District_342,2021,Dengue,1
District_342,2021,Yellow fever,1
District_342,2021,Malaria,1
District_342,2022,Chikungunya,0
District_342,2022,Dengue,1
District_342,2022,Yellow fever,1
District_342,2022,Malaria,0
District_342,2023,Chikungunya,0
District_342,2023,Dengue,0
District_342,2023,Yellow fever,0
District_342,2023,Malaria,0
District_343,2018,Chikungunya,1
District_343,2018,Dengue,1
District_343,2018,Yellow fever,0
District_343,2018,Malaria,1
District_343,2019,Chikungunya,1
District_343,2019,Dengue,1
District_343,2019,Yellow fever,1
District_343,2019,Malaria,1
District_343,2020,Chikungunya,1
District_343,2020,Dengue,1
District_343,2020,Yellow fever,1
District_343,2020,Malaria,1
District_343,2021,Chikungunya,0
District_343,2021,Dengue,1
District_343,2021,Yellow fever,0
District_343,2021,Malaria,0
District_343,2022,Chikungunya,0
District_343,2022,Dengue,0
District_343,2022,Yellow fever,1
District_343,2022,Malaria,0
District_343,2023,Chikungunya,0
District_343,2023,Dengue,1
District_343,2023,Yellow fever,0
District_343,2023,Malaria,0
District_344,2018,Chikungunya,0
District_344,2018,Dengue,0
District_344,2018,Yellow fever,0
District_344,2018,Malaria,1
District_344,2019,Chikungunya,1
District_344,2019,Dengue,1
District_344,2019,Yellow fever,0
District_344,2019,Malaria,0
District_344,2020,Chikungunya,1
District_344,2020,Dengue,1
District_344,2020,Yellow fever,0
District_344,2020,Malaria,1
District_344,2021,Chikungunya,1
District_344,2021,Dengue,0
District_344,2021,Yellow fever,0
District_344,2021,Malaria,1
District_344,2022,Chikungunya,1
District_344,2022,Dengue,0
District_344,2022,Yellow fever,1
District_344,2022,Malaria,0
District_344,2023,Chikungunya,0
District_344,2023,Dengue,1
District_344,2023,Yellow fever,1
District_344,2023,Malaria,1
District_345,2018,Chikungunya,1
District_345,2018,Dengue,0
District_345,2018,Yellow fever,0
District_345,2018,Malaria,1
District_345,2019,Chikungunya,1
District_345,2019,Dengue,1
District_345,2019,Yellow fever,0
District_345,2019,Malaria,1
District_345,2020,Chikungunya,0
District_345,2020,Dengue,0
District_345,2020,Yellow fever,0
District_345,2020,Malaria,0
District_345,2021,Chikungunya,1
District_345,2021,Dengue,0
District_345,2021,Yellow fever,0
District_345,2021,Malaria,0
District_345,2022,Chikungunya,1
District_345,2022,Dengue,1
District_345,2022,Yellow fever,1
District_345,2022,Malaria,1
District_345,2023,Chikungunya,0
District_345,2023,Dengue,1
District_345,2023,Yellow fever,1
District_345,2023,Malaria,1
District_346,2018,Chikungunya,0
District_346,2018,Dengue,1
District_346,2018,Yellow fever,1
District_346,2018,Malaria,0
District_346,2019,Chikungunya,1
District_346,2019,Dengue,1
District_346,2019,Yellow fever,1
District_346,2019,Malaria,1
District_346,2020,Chikungunya,0
District_346,2020,Dengue,1
District_346,2020,Yellow fever,0
District_346,2020,Malaria,1
District_346,2021,Chikungunya,0
District_346,2021,Dengue,1
District_346,2021,Yellow fever,1
District_346,2021,Malaria,0
District_346,2022,Chikungunya,0
District_346,2022,Dengue,1
District_346,2022,Yellow fever,0
District_346,2022,Malaria,0
District_346,2023,Chikungunya,1
District_346,2023,Dengue,1
District_346,2023,Yellow fever,0
District_346,2023,Malaria,1
District_347,2018,Chikungunya,0
District_347,2018,Dengue,0
District_347,2018,Yellow fever,1
District_347,2018,Malaria,1
District_347,2019,Chikungunya,1
District_347,2019,Dengue,0
District_347,2019,Yellow fever,0
District_347,2019,Malaria,0
District_347,2020,Chikungunya,0
District_347,2020,Dengue,1
District_347,2020,Yellow fever,0
District_347,2020,Malaria,1
District_347,2021,Chikungunya,0
District_347,2021,Dengue,0
District_347,2021,Yellow fever,0
District_347,2021,Malaria,1
District_347,2022,Chikungunya,1
District_347,2022,Dengue,1
District_347,2022,Yellow fever,1
District_347,2022,Malaria,0
District_347,2023,Chikungunya,1
District_347,2023,Dengue,1
District_347,2023,Yellow fever,1
District_347,2023,Malaria,0
District_348,2018,Chikungunya,1
District_348,2018,Dengue,1
District_348,2018,Yellow fever,1
District_348,2018,Malaria,0
District_348,2019,Chikungunya,1
District_348,2019,Dengue,1
District_348,2019,Yellow fever,1
District_348,2019,Malaria,1
District_348,2020,Chikungunya,0
District_348,2020,Dengue,1
District_348,2020,Yellow fever,1
District_348,2020,Malaria,1
District_348,2021,Chikungunya,0
District_348,2021,Dengue,1
District_348,2021,Yellow fever,1
District_348,2021,Malaria,0
District_348,2022,Chikungunya,1
District_348,2022,Dengue,1
District_348,2022,Yellow fever,1
District_348,2022,Malaria,1
District_348,2023,Chikungunya,1
District_348,2023,Dengue,1
District_348,2023,Yellow fever,1
District_348,2023,Malaria,1
District_349,2018,Chikungunya,1
District_349,2018,Dengue,0
District_349,2018,Yellow fever,0
District_349,2018,Malaria,1
District_349,2019,Chikungunya,1
District_349,2019,Dengue,0
District_349,2019,Yellow fever,1
District_349,2019,Malaria,0
District_349,2020,Chikungunya,1
District_349,2020,Dengue,0
District_349,2020,Yellow fever,0
District_349,2020,Malaria,1
District_349,2021,Chikungunya,1
District_349,2021,Dengue,0
District_349,2021,Yellow fever,1
District_349,2021,Malaria,1
District_349,2022,Chikungunya,0
District_349,2022,Dengue,1
District_349,2022,Yellow fever,1
District_349,2022,Malaria,1
District_349,2023,Chikungunya,0
District_349,2023,Dengue,0
District_349,2023,Yellow fever,0
District_349,2023,Malaria,0
District_350,2018,Chikungunya,1
District_350,2018,Dengue,1
District_350,2018,Yellow fever,0
District_350,2018,Malaria,0
District_350,2019,Chikungunya,0
District_350,2019,Dengue,1
District_350,2019,Yellow fever,0
District_350,2019,Malaria,1
District_350,2020,Chikungunya,0
District_350,2020,Dengue,1
District_350,2020,Yellow fever,1
District_350,2020,Malaria,0
District_350,2021,Chikungunya,0
District_350,2021,Dengue,0
District_350,2021,Yellow fever,0
District_350,2021,Malaria,1
District_350,2022,Chikungunya,1
District_350,2022,Dengue,1
District_350,2022,Yellow fever,1
District_350,2022,Malaria,1
District_350,2023,Chikungunya,0
District_350,2023,Dengue,0
District_350,2023,Yellow fever,1
District_350,2023,Malaria,1
District_351,2018,Chikungunya,1
District_351,2018,Dengue,0
District_351,2018,Yellow fever,1
District_351,2018,Malaria,0
District_351,2019,Chikungunya,1
District_351,2019,Dengue,1
District_351,2019,Yellow fever,0
District_351,2019,Malaria,1
District_351,2020,Chikungunya,0
District_351,2020,Dengue,1
District_351,2020,Yellow fever,1
District_351,2020,Malaria,0
District_351,2021,Chikungunya,0
District_351,2021,Dengue,0
District_351,2021,Yellow fever,0
District_351,2021,Malaria,1
District_351,2022,Chikungunya,1
District_351,2022,Dengue,0
District_351,2022,Yellow fever,1
District_351,2022,Malaria,0
District_351,2023,Chikungunya,0
District_351,2023,Dengue,0
District_351,2023,Yellow fever,1
District_351,2023,Malaria,1
District_352,2018,Chikungunya,1
District_352,2018,Dengue,1
District_352,2018,Yellow fever,0
District_352,2018,Malaria,0
District_352,2019,Chikungunya,0
District_352,2019,Dengue,1
District_352,2019,Yellow fever,1
District_352,2019,Malaria,0
District_352,2020,Chikungunya,0
District_352,2020,Dengue,0
District_352,2020,Yellow fever,0
District_352,2020,Malaria,0
District_352,2021,Chikungunya,0
District_352,2021,Dengue,0
District_352,2021,Yellow fever,1
District_352,2021,Malaria,0
District_352,2022,Chikungunya,0
District_352,2022,Dengue,0
District_352,2022,Yellow fever,0
District_352,2022,Malaria,0
District_352,2023,Chikungunya,1
District_352,2023,Dengue,0
District_352,2023,Yellow fever,1
District_352,2023,Malaria,0
District_353,2018,Chikungunya,0
District_353,2018,Dengue,0
District_353,2018,Yellow fever,0
District_353,2018,Malaria,0
District_353,2019,Chikungunya,1
District_353,2019,Dengue,1
District_353,2019,Yellow fever,0
District_353,2019,Malaria,0
District_353,2020,Chikungunya,0
District_353,2020,Dengue,0
District_353,2020,Yellow fever,1
District_353,2020,Malaria,1
District_353,2021,Chikungunya,0
District_353,2021,Dengue,1
District_353,2021,Yellow fever,0
District_353,2021,Malaria,1
District_353,2022,Chikungunya,0
District_353,2022,Dengue,1
District_353,2022,Yellow fever,0
District_353,2022,Malaria,1
District_353,2023,Chikungunya,0
District_353,2023,Dengue,1
District_353,2023,Yellow fever,1
District_353,2023,Malaria,1
District_354,2018,Chikungunya,0
District_354,2018,Dengue,1
District_354,2018,Yellow fever,0
District_354,2018,Malaria,1
District_354,2019,Chikungunya,0
District_354,2019,Dengue,1
District_354,2019,Yellow fever,0
District_354,2019,Malaria,1
District_354,2020,Chikungunya,1
District_354,2020,Dengue,1
District_354,2020,Yellow fever,0
District_354,2020,Malaria,1
District_354,2021,Chikungunya,1
District_354,2021,Dengue,0
District_354,2021,Yellow fever,0
District_354,2021,Malaria,0
District_354,2022,Chikungunya,0
District_354,2022,Dengue,0
District_354,2022,Yellow fever,0
District_354,2022,Malaria,1
District_354,2023,Chikungunya,0
District_354,2023,Dengue,1
District_354,2023,Yellow fever,0
District_354,2023,Malaria,1
District_355,2018,Chikungunya,0
District_355,2018,Dengue,0
District_355,2018,Yellow fever,0
District_355,2018,Malaria,1
District_355,2019,Chikungunya,0
District_355,2019,Dengue,1
District_355,2019,Yellow fever,1
District_355,2019,Malaria,1
District_355,2020,Chikungunya,0
District_355,2020,Dengue,1
District_355,2020,Yellow fever,0
District_355,2020,Malaria,0
District_355,2021,Chikungunya,0
District_355,2021,Dengue,1
District_355,2021,Yellow fever,0
District_355,2021,Malaria,0
District_355,2022,Chikungunya,0
District_355,2022,Dengue,1
District_355,2022,Yellow fever,0
District_355,2022,Malaria,1
District_355,2023,Chikungunya,0
District_355,2023,Dengue,1
District_355,2023,Yellow fever,0
District_355,2023,Malaria,1
District_356,2018,Chikungunya,0
District_356,2018,Dengue,0
District_356,2018,Yellow fever,0
District_356,2018,Malaria,1
District_356,2019,Chikungunya,1
District_356,2019,Dengue,1
District_356,2019,Yellow fever,1
District_356,2019,Malaria,0
District_356,2020,Chikungunya,1
District_356,2020,Dengue,1
District_356,2020,Yellow fever,0
District_356,2020,Malaria,1
District_356,2021,Chikungunya,1
District_356,2021,Dengue,1
District_356,2021,Yellow fever,0
District_356,2021,Malaria,0
District_356,2022,Chikungunya,1
District_356,2022,Dengue,0
District_356,2022,Yellow fever,1
District_356,2022,Malaria,0
District_356,2023,Chikungunya,0
District_356,2023,Dengue,0
District_356,2023,Yellow fever,0
District_356,2023,Malaria,0
District_357,2018,Chikungunya,0
District_357,2018,Dengue,0
District_357,2018,Yellow fever,1
District_357,2018,Malaria,1
District_357,2019,Chikungunya,1
District_357,2019,Dengue,0
District_357,2019,Yellow fever,1
District_357,2019,Malaria,0
District_357,2020,Chikungunya,1
District_357,2020,Dengue,1
District_357,2020,Yellow fever,1
District_357,2020,Malaria,1
District_357,2021,Chikungunya,1
District_357,2021,Dengue,1
District_357,2021,Yellow fever,0
District_357,2021,Malaria,1
District_357,2022,Chikungunya,0
District_357,2022,Dengue,0
District_357,2022,Yellow fever,0
District_357,2022,Malaria,0
District_357,2023,Chikungunya,1
District_357,2023,Dengue,0
District_357,2023,Yellow fever,1
District_357,2023,Malaria,1
District_358,2018,Chikungunya,0
District_358,2018,Dengue,0
District_358,2018,Yellow fever,1
District_358,2018,Malaria,0
District_358,2019,Chikungunya,1
District_358,2019,Dengue,1
District_358,2019,Yellow fever,1
District_358,2019,Malaria,0
District_358,2020,Chikungunya,1
District_358,2020,Dengue,0
District_358,2020,Yellow fever,1
District_358,2020,Malaria,0
District_358,2021,Chikungunya,1
District_358,2021,Dengue,0
District_358,2021,Yellow fever,1
District_358,2021,Malaria,1
District_358,2022,Chikungunya,0
District_358,2022,Dengue,1
District_358,2022,Yellow fever,0
District_358,2022,Malaria,0
District_358,2023,Chikungunya,0
District_358,2023,Dengue,0
District_358,2023,Yellow fever,1
District_358,2023,Malaria,1
District_359,2018,Chikungunya,0
District_359,2018,Dengue,1
District_359,2018,Yellow fever,1
District_359,2018,Malaria,1
District_359,2019,Chikungunya,0
District_359,2019,Dengue,1
District_359,2019,Yellow fever,1
District_359,2019,Malaria,1
District_359,2020,Chikungunya,1
District_359,2020,Dengue,1
District_359,2020,Yellow fever,0
District_359,2020,Malaria,1
District_359,2021,Chikungunya,1
District_359,2021,Dengue,0
District_359,2021,Yellow fever,0
District_359,2021,Malaria,1
District_359,2022,Chikungunya,1
District_359,2022,Dengue,0
District_359,2022,Yellow fever,0
District_359,2022,Malaria,0
District_359,2023,Chikungunya,0
District_359,2023,Dengue,0
District_359,2023,Yellow fever,1
District_359,2023,Malaria,1
District_360,2018,Chikungunya,0
District_360,2018,Dengue,0
District_360,2018,Yellow fever,1
District_360,2018,Malaria,1
District_360,2019,Chikungunya,1
District_360,2019,Dengue,1
District_360,2019,Yellow fever,1
District_360,2019,Malaria,0
District_360,2020,Chikungunya,0
District_360,2020,Dengue,1
District_360,2020,Yellow fever,1
District_360,2020,Malaria,0
District_360,2021,Chikungunya,1
District_360,2021,Dengue,0
District_360,2021,Yellow fever,1
District_360,2021,Malaria,0
District_360,2022,Chikungunya,1
District_360,2022,Dengue,1
District_360,2022,Yellow fever,1
District_360,2022,Malaria,1
District_360,2023,Chikungunya,1
District_360,2023,Dengue,1
District_360,2023,Yellow fever,0
District_360,2023,Malaria,0
District_361,2018,Chikungunya,1
District_361,2018,Dengue,1
District_361,2018,Yellow fever,0
District_361,2018,Malaria,1
District_361,2019,Chikungunya,1
District_361,2019,Dengue,1
District_361,2019,Yellow fever,0
District_361,2019,Malaria,1
District_361,2020,Chikungunya,1
District_361,2020,Dengue,1
District_361,2020,Yellow fever,1
District_361,2020,Malaria,0
District_361,2021,Chikungunya,0
District_361,2021,Dengue,1
District_361,2021,Yellow fever,1
District_361,2021,Malaria,1
District_361,2022,Chikungunya,1
District_361,2022,Dengue,0
District_361,2022,Yellow fever,1
District_361,2022,Malaria,1
District_361,2023,Chikungunya,0
District_361,2023,Dengue,1
District_361,2023,Yellow fever,0
District_361,2023,Malaria,0
District_362,2018,Chikungunya,0
District_362,2018,Dengue,0
District_362,2018,Yellow fever,0
District_362,2018,Malaria,0
District_362,2019,Chikungunya,0
District_362,2019,Dengue,1
District_362,2019,Yellow fever,1
District_362,2019,Malaria,0
District_362,2020,Chikungunya,0
District_362,2020,Dengue,1
District_362,2020,Yellow fever,1
District_362,2020,Malaria,1
District_362,2021,Chikungunya,1
District_362,2021,Dengue,1
District_362,2021,Yellow fever,1
District_362,2021,Malaria,1
District_362,2022,Chikungunya,0
District_362,2022,Dengue,0
District_362,2022,Yellow fever,1
District_362,2022,Malaria,0
District_362,2023,Chikungunya,0
District_362,2023,Dengue,0
District_362,2023,Yellow fever,0
District_362,2023,Malaria,1
District_363,2018,Chikungunya,0
District_363,2018,Dengue,0
District_363,2018,Yellow fever,0
District_363,2018,Malaria,0
District_363,2019,Chikungunya,1
District_363,2019,Dengue,1
District_363,2019,Yellow fever,0
District_363,2019,Malaria,1
District_363,2020,Chikungunya,1
District_363,2020,Dengue,0
District_363,2020,Yellow fever,1
District_363,2020,Malaria,0
District_363,2021,Chikungunya,1
District_363,2021,Dengue,1
District_363,2021,Yellow fever,1
District_363,2021,Malaria,0
District_363,2022,Chikungunya,0
District_363,2022,Dengue,0
District_363,2022,Yellow fever,1
District_363,2022,Malaria,0
District_363,2023,Chikungunya,1
District_363,2023,Dengue,1
District_363,2023,Yellow fever,0
District_363,2023,Malaria,0
District_364,2018,Chikungunya,1
District_364,2018,Dengue,1
District_364,2018,Yellow fever,0
District_364,2018,Malaria,1
District_364,2019,Chikungunya,0
District_364,2019,Dengue,1
District_364,2019,Yellow fever,0
District_364,2019,Malaria,0
District_364,2020,Chikungunya,0
District_364,2020,Dengue,1
District_364,2020,Yellow fever,0
District_364,2020,Malaria,0
District_364,2021,Chikungunya,0
District_364,2021,Dengue,0
District_364,2021,Yellow fever,0
District_364,2021,Malaria,1
District_364,2022,Chikungunya,0
District_364,2022,Dengue,1
District_364,2022,Yellow fever,0
District_364,2022,Malaria,1
District_364,2023,Chikungunya,1
District_364,2023,Dengue,0
District_364,2023,Yellow fever,0
District_364,2023,Malaria,1
District_365,2018,Chikungunya,1
District_365,2018,Dengue,0
District_365,2018,Yellow fever,1
District_365,2018,Malaria,0
District_365,2019,Chikungunya,0
District_365,2019,Dengue,1
District_365,2019,Yellow fever,0
District_365,2019,Malaria,0
District_365,2020,Chikungunya,1
District_365,2020,Dengue,1
District_365,2020,Yellow fever,0
District_365,2020,Malaria,1
District_365,2021,Chikungunya,0
District_365,2021,Dengue,1
District_365,2021,Yellow fever,1
District_365,2021,Malaria,1
District_365,2022,Chikungunya,0
District_365,2022,Dengue,1
District_365,2022,Yellow fever,1
District_365,2022,Malaria,1
District_365,2023,Chikungunya,1
District_365,2023,Dengue,1
District_365,2023,Yellow fever,1
District_365,2023,Malaria,1
District_366,2018,Chikungunya,1
District_366,2018,Dengue,1
District_366,2018,Yellow fever,1
District_366,2018,Malaria,0
District_366,2019,Chikungunya,1
District_366,2019,Dengue,1
District_366,2019,Yellow fever,0
District_366,2019,Malaria,0
District_366,2020,Chikungunya,1
District_366,2020,Dengue,0
District_366,2020,Yellow fever,1
District_366,2020,Malaria,1
District_366,2021,Chikungunya,1
District_366,2021,Dengue,0
District_366,2021,Yellow fever,1
District_366,2021,Malaria,0
District_366,2022,Chikungunya,1
District_366,2022,Dengue,1
District_366,2022,Yellow fever,1
District_366,2022,Malaria,0
District_366,2023,Chikungunya,0
District_366,2023,Dengue,0
District_366,2023,Yellow fever,1
District_366,2023,Malaria,1
District_367,2018,Chikungunya,1
District_367,2018,Dengue,0
District_367,2018,Yellow fever,1
District_367,2018,Malaria,1
District_367,2019,Chikungunya,0
District_367,2019,Dengue,0
District_367,2019,Yellow fever,0
District_367,2019,Malaria,0
District_367,2020,Chikungunya,0
District_367,2020,Dengue,1
District_367,2020,Yellow fever,1
District_367,2020,Malaria,1
District_367,2021,Chikungunya,1
District_367,2021,Dengue,0
District_367,2021,Yellow fever,0
District_367,2021,Malaria,0
District_367,2022,Chikungunya,0
District_367,2022,Dengue,1
District_367,2022,Yellow fever,1
District_367,2022,Malaria,0
District_367,2023,Chikungunya,0
District_367,2023,Dengue,1
District_367,2023,Yellow fever,0
District_367,2023,Malaria,0
District_368,2018,Chikungunya,1
District_368,2018,Dengue,0
District_368,2018,Yellow fever,1
District_368,2018,Malaria,0
District_368,2019,Chikungunya,0
District_368,2019,Dengue,0
District_368,2019,Yellow fever,0
District_368,2019,Malaria,1
District_368,2020,Chikungunya,0
District_368,2020,Dengue,0
District_368,2020,Yellow fever,0
District_368,2020,Malaria,0
District_368,2021,Chikungunya,0
District_368,2021,Dengue,0
District_368,2021,Yellow fever,0
District_368,2021,Malaria,0
District_368,2022,Chikungunya,1
District_368,2022,Dengue,0
District_368,2022,Yellow fever,0
District_368,2022,Malaria,0
District_368,2023,Chikungunya,1
District_368,2023,Dengue,1
District_368,2023,Yellow fever,0
District_368,2023,Malaria,0
District_369,2018,Chikungunya,0
District_369,2018,Dengue,1
District_369,2018,Yellow fever,1
District_369,2018,Malaria,0
District_369,2019,Chikungunya,1
District_369,2019,Dengue,1
District_369,2019,Yellow fever,0
District_369,2019,Malaria,0
District_369,2020,Chikungunya,1
District_369,2020,Dengue,0
District_369,2020,Yellow fever,0
District_369,2020,Malaria,0
District_369,2021,Chikungunya,1
District_369,2021,Dengue,1
District_369,2021,Yellow fever,0
District_369,2021,Malaria,0
District_369,2022,Chikungunya,0
District_369,2022,Dengue,1
District_369,2022,Yellow fever,0
District_369,2022,Malaria,1
District_369,2023,Chikungunya,1
District_369,2023,Dengue,1
District_369,2023,Yellow fever,0
District_369,2023,Malaria,1
District_370,2018,Chikungunya,1
District_370,2018,Dengue,1
District_370,2018,Yellow fever,1
District_370,2018,Malaria,0
District_370,2019,Chikungunya,1
District_370,2019,Dengue,0
District_370,2019,Yellow fever,0
District_370,2019,Malaria,1
District_370,2020,Chikungunya,0
District_370,2020,Dengue,0
District_370,2020,Yellow fever,1
District_370,2020,Malaria,1
District_370,2021,Chikungunya,0
District_370,2021,Dengue,0
District_370,2021,Yellow fever,0
District_370,2021,Malaria,1
District_370,2022,Chikungunya,0
District_370,2022,Dengue,1
District_370,2022,Yellow fever,0
District_370,2022,Malaria,1
District_370,2023,Chikungunya,1
District_370,2023,Dengue,1
District_370,2023,Yellow fever,0
District_370,2023,Malaria,1
District_371,2018,Chikungunya,0
District_371,2018,Dengue,0
District_371,2018,Yellow fever,1
District_371,2018,Malaria,1
District_371,2019,Chikungunya,1
District_371,2019,Dengue,1
District_371,2019,Yellow fever,0
District_371,2019,Malaria,1
District_371,2020,Chikungunya,0
District_371,2020,Dengue,0
District_371,2020,Yellow fever,1
District_371,2020,Malaria,0
District_371,2021,Chikungunya,1
District_371,2021,Dengue,0
District_371,2021,Yellow fever,0
District_371,2021,Malaria,0
District_371,2022,Chikungunya,1
District_371,2022,Dengue,1
District_371,2022,Yellow fever,0
District_371,2022,Malaria,1
District_371,2023,Chikungunya,1
District_371,2023,Dengue,1
District_371,2023,Yellow fever,0
District_371,2023,Malaria,1
District_372,2018,Chikungunya,0
District_372,2018,Dengue,1
District_372,2018,Yellow fever,0
District_372,2018,Malaria,0
District_372,2019,Chikungunya,1
District_372,2019,Dengue,1
District_372,2019,Yellow fever,0
District_372,2019,Malaria,0
District_372,2020,Chikungunya,0
District_372,2020,Dengue,0
District_372,2020,Yellow fever,1
District_372,2020,Malaria,0
District_372,2021,Chikungunya,1
District_372,2021,Dengue,0
District_372,2021,Yellow fever,1
District_372,2021,Malaria,0
District_372,2022,Chikungunya,0
District_372,2022,Dengue,0
District_372,2022,Yellow fever,1
District_372,2022,Malaria,1
District_372,2023,Chikungunya,0
District_372,2023,Dengue,1
District_372,2023,Yellow fever,1
District_372,2023,Malaria,1
District_373,2018,Chikungunya,0
District_373,2018,Dengue,1
District_373,2018,Yellow fever,1
District_373,2018,Malaria,0
District_373,2019,Chikungunya,1
District_373,2019,Dengue,0
District_373,2019,Yellow fever,0
District_373,2019,Malaria,1
District_373,2020,Chikungunya,0
District_373,2020,Dengue,1
District_373,2020,Yellow fever,0
District_373,2020,Malaria,1
District_373,2021,Chikungunya,1
District_373,2021,Dengue,0
District_373,2021,Yellow fever,1
District_373,2021,Malaria,1
District_373,2022,Chikungunya,0
District_373,2022,Dengue,1
District_373,2022,Yellow fever,1
District_373,2022,Malaria,1
District_373,2023,Chikungunya,1
District_373,2023,Dengue,1
District_373,2023,Yellow fever,1
District_373,2023,Malaria,1
District_374,2018,Chikungunya,0
District_374,2018,Dengue,0
District_374,2018,Yellow fever,0
District_374,2018,Malaria,0
District_374,2019,Chikungunya,0
District_374,2019,Dengue,0
District_374,2019,Yellow fever,0
District_374,2019,Malaria,0
District_374,2020,Chikungunya,1
District_374,2020,Dengue,1
District_374,2020,Yellow fever,1
District_374,2020,Malaria,0
District_374,2021,Chikungunya,1
District_374,2021,Dengue,0
District_374,2021,Yellow fever,0
District_374,2021,Malaria,0
District_374,2022,Chikungunya,0
District_374,2022,Dengue,1
District_374,2022,Yellow fever,1
District_374,2022,Malaria,0
District_374,2023,Chikungunya,0
District_374,2023,Dengue,0
District_374,2023,Yellow fever,0
District_374,2023,Malaria,0
District_375,2018,Chikungunya,1
District_375,2018,Dengue,0
District_375,2018,Yellow fever,0
District_375,2018,Malaria,1
District_375,2019,Chikungunya,1
District_375,2019,Dengue,0
District_375,2019,Yellow fever,1
District_375,2019,Malaria,0
District_375,2020,Chikungunya,0
District_375,2020,Dengue,1
District_375,2020,Yellow fever,1
District_375,2020,Malaria,0
District_375,2021,Chikungunya,1
District_375,2021,Dengue,0
District_375,2021,Yellow fever,0
District_375,2021,Malaria,1
District_375,2022,Chikungunya,0
District_375,2022,Dengue,1
District_375,2022,Yellow fever,0
District_375,2022,Malaria,0
District_375,2023,Chikungunya,1
District_375,2023,Dengue,0
District_375,2023,Yellow fever,0
District_375,2023,Malaria,0
District_376,2018,Chikungunya,1
District_376,2018,Dengue,1
District_376,2018,Yellow fever,0
District_376,2018,Malaria,0
District_376,2019,Chikungunya,1
District_376,2019,Dengue,1
District_376,2019,Yellow fever,1
District_376,2019,Malaria,1
District_376,2020,Chikungunya,0
District_376,2020,Dengue,0
District_376,2020,Yellow fever,0
District_376,2020,Malaria,0
District_376,2021,Chikungunya,0
District_376,2021,Dengue,1
District_376,2021,Yellow fever,0
District_376,2021,Malaria,0
District_376,2022,Chikungunya,1
District_376,2022,Dengue,0
District_376,2022,Yellow fever,1
District_376,2022,Malaria,0
District_376,2023,Chikungunya,1
District_376,2023,Dengue,0
District_376,2023,Yellow fever,1
District_376,2023,Malaria,1
District_377,2018,Chikungunya,0
District_377,2018,Dengue,1
District_377,2018,Yellow fever,1
District_377,2018,Malaria,0
District_377,2019,Chikungunya,0
District_377,2019,Dengue,1
District_377,2019,Yellow fever,1
District_377,2019,Malaria,1
District_377,2020,Chikungunya,0
District_377,2020,Dengue,0
District_377,2020,Yellow fever,1
District_377,2020,Malaria,0
District_377,2021,Chikungunya,0
District_377,2021,Dengue,1
District_377,2021,Yellow fever,1
District_377,2021,Malaria,0
District_377,2022,Chikungunya,0
District_377,2022,Dengue,1
District_377,2022,Yellow fever,1
District_377,2022,Malaria,0
District_377,2023,Chikungunya,1
District_377,2023,Dengue,1
District_377,2023,Yellow fever,1
District_377,2023,Malaria,0
District_378,2018,Chikungunya,1
District_378,2018,Dengue,1
District_378,2018,Yellow fever,1
District_378,2018,Malaria,1
District_378,2019,Chikungunya,1
District_378,2019,Dengue,0
District_378,2019,Yellow fever,1
District_378,2019,Malaria,0
District_378,2020,Chikungunya,0
District_378,2020,Dengue,1
District_378,2020,Yellow fever,0
District_378,2020,Malaria,1
District_378,2021,Chikungunya,0
District_378,2021,Dengue,0
District_378,2021,Yellow fever,1
District_378,2021,Malaria,0
District_378,2022,Chikungunya,0
District_378,2022,Dengue,1
District_378,2022,Yellow fever,0
District_378,2022,Malaria,0
District_378,2023,Chikungunya,0
District_378,2023,Dengue,1
District_378,2023,Yellow fever,1
District_378,2023,Malaria,1
District_379,2018,Chikungunya,0
District_379,2018,Dengue,0
District_379,2018,Yellow fever,1
District_379,2018,Malaria,1
District_379,2019,Chikungunya,0
District_379,2019,Dengue,1
District_379,2019,Yellow fever,1
District_379,2019,Malaria,1
District_379,2020,Chikungunya,0
District_379,2020,Dengue,1
District_379,2020,Yellow fever,0
District_379,2020,Malaria,0
District_379,2021,Chikungunya,0
District_379,2021,Dengue,1
District_379,2021,Yellow fever,0
District_379,2021,Malaria,1
District_379,2022,Chikungunya,0
District_379,2022,Dengue,1
District_379,2022,Yellow fever,1
District_379,2022,Malaria,0
District_379,2023,Chikungunya,0
District_379,2023,Dengue,1
District_379,2023,Yellow fever,0
District_379,2023,Malaria,1
District_380,2018,Chikungunya,1
District_380,2018,Dengue,1
District_380,2018,Yellow fever,1
District_380,2018,Malaria,1
District_380,2019,Chikungunya,0
District_380,2019,Dengue,0
District_380,2019,Yellow fever,1
District_380,2019,Malaria,0
District_380,2020,Chikungunya,0
District_380,2020,Dengue,0
District_380,2020,Yellow fever,0
