District,Year,Temperature,Humidity,Rainfall,Quarter,State
District_636,2020,26,75,40,1,State_11
District_636,2020,28,63,499,2,State_11
District_636,2020,38,57,330,3,State_11
District_637,2020,39,43,225,0,State_4
District_637,2020,28,50,476,1,State_4
District_637,2020,20,82,123,2,State_4
District_637,2020,27,49,50,3,State_4
District_638,2020,35,53,481,0,State_17
District_638,2020,34,76,283,1,State_17
District_638,2020,28,59,64,2,State_17
District_638,2020,32,61,395,3,State_17
District_639,2020,38,62,162,0,State_23
District_639,2020,33,43,394,1,State_23
District_639,2020,39,59,115,2,State_23
District_639,2020,25,81,174,3,State_23
District_640,2020,36,50,116,0,State_14
District_640,2020,31,58,292,1,State_14
District_640,2020,24,42,198,2,State_14
District_640,2020,26,62,297,3,State_14
District_641,2020,33,44,68,0,State_23
District_641,2020,21,57,442,1,State_23
District_641,2020,21,67,332,2,State_23
District_641,2020,20,86,448,3,State_23
District_642,2020,28,74,405,0,State_14
District_642,2020,24,67,463,1,State_14
District_642,2020,27,77,478,2,State_14
District_642,2020,21,42,295,3,State_14
District_643,2020,30,52,333,0,State_11
District_643,2020,31,41,169,1,State_11
District_643,2020,20,84,402,2,State_11
District_643,2020,32,44,441,3,State_11
District_644,2020,35,81,336,0,State_18
District_644,2020,23,84,475,1,State_18
District_644,2020,27,61,273,2,State_18
District_644,2020,38,66,7,3,State_18
District_645,2020,32,43,183,0,State_15
District_645,2020,39,88,144,1,State_15
District_645,2020,32,50,315,2,State_15
District_645,2020,30,58,433,3,State_15
District_646,2020,20,80,22,0,State_26
District_646,2020,34,56,205,1,State_26
District_646,2020,22,45,446,2,State_26
District_646,2020,37,52,77,3,State_26
District_647,2020,37,87,281,0,State_18
District_647,2020,31,87,252,1,State_18
District_647,2020,37,78,329,2,State_18
District_647,2020,29,67,229,3,State_18
District_648,2020,25,59,447,0,State_3
District_648,2020,30,49,443,1,State_3
District_648,2020,39,88,317,2,State_3
District_648,2020,22,72,232,3,State_3
District_649,2020,36,63,124,0,State_8
District_649,2020,39,74,407,1,State_8
District_649,2020,21,52,102,2,State_8
District_649,2020,20,48,164,3,State_8
District_650,2020,22,66,314,0,State_11
District_650,2020,38,59,287,1,State_11
District_650,2020,32,48,97,2,State_11
District_650,2020,30,51,362,3,State_11
District_651,2020,37,77,145,0,State_11
District_651,2020,20,72,292,1,State_11
District_651,2020,27,48,302,2,State_11
District_651,2020,23,41,380,3,State_11
District_652,2020,25,71,421,0,State_20
District_652,2020,30,83,465,1,State_20
District_652,2020,28,89,33,2,State_20
District_652,2020,36,65,400,3,State_20
District_653,2020,39,47,374,0,State_14
District_653,2020,39,84,491,1,State_14
District_653,2020,31,86,432,2,State_14
District_653,2020,33,62,439,3,State_14
District_654,2020,32,64,15,0,State_17
District_654,2020,30,41,205,1,State_17
District_654,2020,20,48,361,2,State_17
District_654,2020,37,76,24,3,State_17
District_655,2020,21,84,418,0,State_1
District_655,2020,34,60,455,1,State_1
District_655,2020,22,79,480,2,State_1
District_655,2020,39,87,316,3,State_1
District_656,2020,33,75,334,0,State_23
District_656,2020,39,61,144,1,State_23
District_656,2020,30,79,71,2,State_23
District_656,2020,36,51,283,3,State_23
District_657,2020,37,82,147,0,State_2
District_657,2020,26,48,377,1,State_2
District_657,2020,32,65,388,2,State_2
District_657,2020,28,64,298,3,State_2
District_658,2020,26,40,478,0,State_20
District_658,2020,30,75,293,1,State_20
District_658,2020,35,85,141,2,State_20
District_658,2020,36,71,382,3,State_20
District_659,2020,37,86,197,0,State_18
District_659,2020,29,79,96,1,State_18
District_659,2020,27,81,208,2,State_18
District_659,2020,37,48,140,3,State_18
District_660,2020,31,51,447,0,State_18
District_660,2020,26,68,121,1,State_18
District_660,2020,21,88,420,2,State_18
District_660,2020,38,44,15,3,State_18
District_661,2020,32,50,462,0,State_22
District_661,2020,32,65,170,1,State_22
District_661,2020,37,43,351,2,State_22
District_661,2020,35,44,432,3,State_22
District_662,2020,25,54,481,0,State_27
District_662,2020,32,57,450,1,State_27
District_662,2020,31,87,28,2,State_27
District_662,2020,38,45,49,3,State_27
District_663,2020,31,62,323,0,State_17
District_663,2020,23,71,34,1,State_17
District_663,2020,30,86,246,2,State_17
District_663,2020,30,83,466,3,State_17
District_664,2020,37,49,96,0,State_6
District_664,2020,32,56,73,1,State_6
District_664,2020,25,70,440,2,State_6
District_664,2020,25,84,130,3,State_6
District_665,2020,33,62,96,0,State_17
District_665,2020,29,74,356,1,State_17
District_665,2020,37,71,450,2,State_17
District_665,2020,21,74,254,3,State_17
District_666,2020,30,46,160,0,State_14
District_666,2020,35,71,15,1,State_14
District_666,2020,36,82,320,2,State_14
District_666,2020,36,55,386,3,State_14
District_667,2020,35,85,75,0,State_19
District_667,2020,20,89,179,1,State_19
District_667,2020,25,87,439,2,State_19
District_667,2020,39,48,248,3,State_19
District_668,2020,21,70,19,0,State_18
District_668,2020,36,69,372,1,State_18
District_668,2020,27,62,211,2,State_18
District_668,2020,28,77,392,3,State_18
District_669,2020,37,86,285,0,State_3
District_669,2020,36,67,234,1,State_3
District_669,2020,36,87,403,2,State_3
District_669,2020,33,50,185,3,State_3
District_670,2020,37,85,266,0,State_16
District_670,2020,39,78,408,1,State_16
District_670,2020,20,67,66,2,State_16
District_670,2020,26,67,358,3,State_16
District_671,2020,24,58,33,0,State_20
District_671,2020,36,46,202,1,State_20
District_671,2020,23,82,128,2,State_20
District_671,2020,32,70,285,3,State_20
District_672,2020,21,69,443,0,State_8
District_672,2020,29,59,444,1,State_8
District_672,2020,26,42,83,2,State_8
District_672,2020,24,56,384,3,State_8
District_673,2020,20,51,278,0,State_1
District_673,2020,39,46,444,1,State_1
District_673,2020,36,76,270,2,State_1
District_673,2020,28,63,324,3,State_1
District_674,2020,22,42,331,0,State_20
District_674,2020,30,76,21,1,State_20
District_674,2020,22,70,70,2,State_20
District_674,2020,30,43,425,3,State_20
District_675,2020,36,81,422,0,State_6
District_675,2020,31,48,68,1,State_6
District_675,2020,27,85,421,2,State_6
District_675,2020,38,49,12,3,State_6
District_676,2020,25,70,442,0,State_17
District_676,2020,28,62,345,1,State_17
District_676,2020,29,83,234,2,State_17
District_676,2020,39,58,379,3,State_17
District_677,2020,34,78,278,0,State_24
District_677,2020,33,80,119,1,State_24
District_677,2020,21,53,399,2,State_24
District_677,2020,31,58,477,3,State_24
District_678,2020,34,82,156,0,State_10
District_678,2020,22,82,193,1,State_10
District_678,2020,22,53,127,2,State_10
District_678,2020,20,69,7,3,State_10
District_679,2020,31,56,369,0,State_19
District_679,2020,37,42,440,1,State_19
District_679,2020,33,54,420,2,State_19
District_679,2020,22,83,422,3,State_19
District_680,2020,24,52,56,0,State_12
District_680,2020,25,70,69,1,State_12
District_680,2020,23,49,171,2,State_12
District_680,2020,37,61,236,3,State_12
District_681,2020,28,78,467,0,State_17
District_681,2020,24,55,48,1,State_17
District_681,2020,21,68,338,2,State_17
District_681,2020,37,72,169,3,State_17
District_682,2020,26,82,41,0,State_8
District_682,2020,31,84,434,1,State_8
District_682,2020,32,71,79,2,State_8
District_682,2020,38,46,201,3,State_8
District_683,2020,37,84,78,0,State_12
District_683,2020,27,51,142,1,State_12
District_683,2020,34,85,164,2,State_12
District_683,2020,36,49,388,3,State_12
District_684,2020,26,79,230,0,State_22
District_684,2020,24,67,136,1,State_22
District_684,2020,29,67,414,2,State_22
District_684,2020,37,66,328,3,State_22
District_685,2020,38,76,248,0,State_27
District_685,2020,31,80,489,1,State_27
District_685,2020,32,84,118,2,State_27
District_685,2020,23,52,127,3,State_27
District_686,2020,28,51,101,0,State_18
District_686,2020,34,54,60,1,State_18
District_686,2020,31,84,315,2,State_18
District_686,2020,36,61,353,3,State_18
District_687,2020,37,73,127,0,State_22
District_687,2020,30,45,355,1,State_22
District_687,2020,21,81,197,2,State_22
District_687,2020,25,75,74,3,State_22
District_688,2020,25,70,399,0,State_10
District_688,2020,25,47,318,1,State_10
District_688,2020,21,64,424,2,State_10
District_688,2020,39,44,124,3,State_10
District_689,2020,22,82,490,0,State_1
District_689,2020,23,81,224,1,State_1
District_689,2020,29,70,91,2,State_1
District_689,2020,20,82,63,3,State_1
District_690,2020,37,53,438,0,State_7
District_690,2020,32,45,423,1,State_7
District_690,2020,28,48,74,2,State_7
District_690,2020,26,63,494,3,State_7
District_691,2020,31,49,323,0,State_2
District_691,2020,30,78,257,1,State_2
District_691,2020,36,63,231,2,State_2
District_691,2020,35,55,282,3,State_2
District_692,2020,29,87,87,0,State_10
District_692,2020,22,50,104,1,State_10
District_692,2020,35,52,495,2,State_10
District_692,2020,33,66,90,3,State_10
District_693,2020,24,82,275,0,State_9
District_693,2020,39,73,452,1,State_9
District_693,2020,22,51,372,2,State_9
District_693,2020,34,80,400,3,State_9
District_694,2020,20,74,442,0,State_27
District_694,2020,28,57,327,1,State_27
District_694,2020,21,78,390,2,State_27
District_694,2020,38,57,216,3,State_27
District_695,2020,36,81,69,0,State_26
District_695,2020,36,66,338,1,State_26
District_695,2020,31,43,168,2,State_26
District_695,2020,25,86,422,3,State_26
District_696,2020,25,75,154,0,State_8
District_696,2020,39,67,304,1,State_8
District_696,2020,26,48,335,2,State_8
District_696,2020,37,54,187,3,State_8
District_697,2020,22,87,57,0,State_26
District_697,2020,22,79,338,1,State_26
District_697,2020,21,83,400,2,State_26
District_697,2020,26,43,130,3,State_26
District_698,2020,39,69,357,0,State_2
District_698,2020,36,69,173,1,State_2
District_698,2020,30,71,380,2,State_2
District_698,2020,24,40,48,3,State_2
District_699,2020,31,53,293,0,State_12
District_699,2020,22,88,7,1,State_12
District_699,2020,34,43,348,2,State_12
District_699,2020,37,86,296,3,State_12
District_700,2020,23,58,112,0,State_18
District_700,2020,32,50,95,1,State_18
District_700,2020,32,65,69,2,State_18
District_700,2020,23,48,155,3,State_18
District_701,2020,35,48,201,0,State_24
District_701,2020,20,64,218,1,State_24
District_701,2020,34,48,41,2,State_24
District_701,2020,29,55,107,3,State_24
District_702,2020,23,47,383,0,State_16
District_702,2020,26,86,276,1,State_16
District_702,2020,20,52,205,2,State_16
District_702,2020,25,58,246,3,State_16
District_703,2020,30,50,104,0,State_2
District_703,2020,38,80,100,1,State_2
District_703,2020,22,74,311,2,State_2
District_703,2020,37,79,290,3,State_2
District_704,2020,20,48,332,0,State_25
District_704,2020,22,67,477,1,State_25
District_704,2020,22,60,428,2,State_25
District_704,2020,33,45,150,3,State_25
District_705,2020,35,58,50,0,State_3
District_705,2020,33,84,134,1,State_3
District_705,2020,28,53,208,2,State_3
District_705,2020,33,58,312,3,State_3
District_706,2020,31,85,153,0,State_2
District_706,2020,26,88,400,1,State_2
District_706,2020,25,51,290,2,State_2
District_706,2020,21,67,360,3,State_2
District_707,2020,22,63,231,0,State_8
District_707,2020,27,77,175,1,State_8
District_707,2020,25,60,245,2,State_8
District_707,2020,31,69,253,3,State_8
District_708,2020,34,51,358,0,State_15
District_708,2020,23,70,86,1,State_15
District_708,2020,39,73,302,2,State_15
District_708,2020,27,77,428,3,State_15
District_709,2020,29,66,137,0,State_11
District_709,2020,28,53,17,1,State_11
District_709,2020,29,57,254,2,State_11
District_709,2020,27,41,115,3,State_11
District_710,2020,24,83,360,0,State_16
District_710,2020,34,76,461,1,State_16
District_710,2020,31,68,420,2,State_16
District_710,2020,24,79,225,3,State_16
District_711,2020,28,45,39,0,State_11
District_711,2020,28,52,496,1,State_11
District_711,2020,22,67,253,2,State_11
District_711,2020,26,71,256,3,State_11
District_712,2020,39,83,17,0,State_20
District_712,2020,22,52,426,1,State_20
District_712,2020,37,66,188,2,State_20
District_712,2020,24,51,153,3,State_20
District_713,2020,26,84,44,0,State_24
District_713,2020,20,78,344,1,State_24
District_713,2020,38,82,87,2,State_24
District_713,2020,27,40,149,3,State_24
District_714,2020,36,50,348,0,State_20
District_714,2020,24,76,498,1,State_20
District_714,2020,23,45,41,2,State_20
District_714,2020,30,48,308,3,State_20
District_715,2020,22,74,360,0,State_4
District_715,2020,35,79,449,1,State_4
District_715,2020,33,49,153,2,State_4
District_715,2020,21,84,356,3,State_4
District_716,2020,34,66,289,0,State_23
District_716,2020,33,64,14,1,State_23
District_716,2020,27,73,320,2,State_23
District_716,2020,31,40,240,3,State_23
District_717,2020,28,58,231,0,State_19
District_717,2020,22,58,379,1,State_19
District_717,2020,35,76,393,2,State_19
District_717,2020,26,80,232,3,State_19
District_718,2020,29,81,40,0,State_17
District_718,2020,25,60,265,1,State_17
District_718,2020,30,53,465,2,State_17
District_718,2020,22,42,147,3,State_17
District_719,2020,27,55,176,0,State_21
District_719,2020,31,66,189,1,State_21
District_719,2020,25,64,484,2,State_21
District_719,2020,32,47,399,3,State_21
District_720,2020,29,66,196,0,State_26
District_720,2020,31,70,39,1,State_26
District_720,2020,24,67,285,2,State_26
District_720,2020,35,72,190,3,State_26
District_721,2020,37,79,298,0,State_6
District_721,2020,25,62,238,1,State_6
District_721,2020,24,42,277,2,State_6
District_721,2020,20,66,244,3,State_6
District_722,2020,31,74,204,0,State_9
District_722,2020,33,58,153,1,State_9
District_722,2020,20,82,215,2,State_9
District_722,2020,31,73,468,3,State_9
District_723,2020,22,54,243,0,State_7
District_723,2020,24,72,173,1,State_7
District_723,2020,30,71,257,2,State_7
District_723,2020,26,50,54,3,State_7
District_724,2020,24,70,378,0,State_16
District_724,2020,37,59,124,1,State_16
District_724,2020,27,77,202,2,State_16
District_724,2020,29,69,298,3,State_16
District_725,2020,36,71,12,0,State_9
District_725,2020,24,63,217,1,State_9
District_725,2020,20,64,301,2,State_9
District_725,2020,27,89,316,3,State_9
District_726,2020,22,84,364,0,State_19
District_726,2020,33,58,16,1,State_19
District_726,2020,30,76,85,2,State_19
District_726,2020,32,47,229,3,State_19
District_727,2020,29,46,483,0,State_22
District_727,2020,33,89,237,1,State_22
District_727,2020,37,74,400,2,State_22
District_727,2020,22,71,75,3,State_22
District_728,2020,39,47,191,0,State_24
District_728,2020,25,86,60,1,State_24
District_728,2020,27,57,261,2,State_24
District_728,2020,20,59,145,3,State_24
District_729,2020,30,80,362,0,State_2
District_729,2020,27,40,52,1,State_2
District_729,2020,23,59,276,2,State_2
District_729,2020,34,80,120,3,State_2
District_730,2020,32,64,162,0,State_4
District_730,2020,27,44,495,1,State_4
District_730,2020,37,72,388,2,State_4
District_730,2020,39,64,441,3,State_4
District_731,2020,28,42,477,0,State_3
District_731,2020,37,57,388,1,State_3
District_731,2020,29,41,454,2,State_3
District_731,2020,27,43,215,3,State_3
District_732,2020,37,75,329,0,State_8
District_732,2020,29,58,137,1,State_8
District_732,2020,20,68,59,2,State_8
District_732,2020,32,46,486,3,State_8
District_733,2020,35,40,194,0,State_5
District_733,2020,28,60,392,1,State_5
District_733,2020,36,60,426,2,State_5
District_733,2020,34,58,87,3,State_5
District_734,2020,20,62,187,0,State_13
District_734,2020,20,79,240,1,State_13
District_734,2020,37,41,182,2,State_13
District_734,2020,23,77,96,3,State_13
District_735,2020,26,46,36,0,State_12
District_735,2020,22,69,329,1,State_12
District_735,2020,30,83,227,2,State_12
District_735,2020,27,62,28,3,State_12
District_736,2020,23,55,46,0,State_8
District_736,2020,36,64,196,1,State_8
District_736,2020,29,49,137,2,State_8
District_736,2020,21,80,128,3,State_8
District_737,2020,23,66,246,0,State_2
District_737,2020,26,86,496,1,State_2
District_737,2020,22,52,184,2,State_2
District_737,2020,33,79,201,3,State_2
District_738,2020,29,46,341,0,State_12
District_738,2020,39,73,163,1,State_12
District_738,2020,25,66,92,2,State_12
District_738,2020,27,48,384,3,State_12
District_739,2020,35,61,25,0,State_4
District_739,2020,23,47,285,1,State_4
District_739,2020,23,83,4,2,State_4
District_739,2020,22,45,77,3,State_4
District_1,2021,24,66,154,0,State_15
District_1,2021,37,85,304,1,State_15
District_1,2021,22,88,209,2,State_15
District_1,2021,34,64,119,3,State_15
District_2,2021,32,69,150,0,State_16
District_2,2021,30,48,391,1,State_16
District_2,2021,25,64,480,2,State_16
District_2,2021,37,67,6,3,State_16
District_3,2021,21,79,107,0,State_25
District_3,2021,37,58,133,1,State_25
District_3,2021,35,57,400,2,State_25
District_3,2021,35,63,316,3,State_25
District_4,2021,32,82,6,0,State_6
District_4,2021,34,76,27,1,State_6
District_4,2021,21,79,324,2,State_6
District_4,2021,24,79,46,3,State_6
District_5,2021,37,74,193,0,State_11
District_5,2021,29,89,271,1,State_11
District_5,2021,31,88,432,2,State_11
District_5,2021,35,51,30,3,State_11
District_6,2021,24,67,286,0,State_5
District_6,2021,32,51,367,1,State_5
District_6,2021,32,52,333,2,State_5
District_6,2021,34,75,101,3,State_5
District_7,2021,20,84,281,0,State_13
District_7,2021,33,71,426,1,State_13
District_7,2021,21,86,443,2,State_13
District_7,2021,33,81,337,3,State_13
District_8,2021,20,83,287,0,State_27
District_8,2021,28,66,288,1,State_27
District_8,2021,20,71,288,2,State_27
District_8,2021,23,57,220,3,State_27
District_9,2021,34,66,84,0,State_2
District_9,2021,39,55,276,1,State_2
District_9,2021,21,75,267,2,State_2
District_9,2021,34,76,102,3,State_2
District_10,2021,33,57,136,0,State_20
District_10,2021,29,63,157,1,State_20
District_10,2021,25,46,414,2,State_20
District_10,2021,34,60,190,3,State_20
District_11,2021,34,50,385,0,State_4
District_11,2021,26,42,200,1,State_4
District_11,2021,22,81,61,2,State_4
District_11,2021,20,73,167,3,State_4
District_12,2021,38,54,150,0,State_21
District_12,2021,29,73,167,1,State_21
District_12,2021,27,41,13,2,State_21
District_12,2021,21,49,488,3,State_21
District_13,2021,23,84,436,0,State_15
District_13,2021,37,83,475,1,State_15
District_13,2021,35,76,123,2,State_15
District_13,2021,37,64,163,3,State_15
District_14,2021,36,70,288,0,State_27
District_14,2021,32,65,63,1,State_27
District_14,2021,33,56,495,2,State_27
District_14,2021,35,68,442,3,State_27
District_15,2021,34,55,172,0,State_13
District_15,2021,27,79,356,1,State_13
District_15,2021,30,50,127,2,State_13
District_15,2021,38,44,90,3,State_13
District_16,2021,31,63,98,0,State_2
District_16,2021,33,71,363,1,State_2
District_16,2021,32,79,209,2,State_2
District_16,2021,31,68,194,3,State_2
District_17,2021,36,49,282,0,State_17
District_17,2021,37,59,27,1,State_17
District_17,2021,21,85,498,2,State_17
District_17,2021,36,54,139,3,State_17
District_18,2021,25,84,167,0,State_13
District_18,2021,23,47,120,1,State_13
District_18,2021,24,71,74,2,State_13
District_18,2021,29,88,340,3,State_13
District_19,2021,37,59,291,0,State_20
District_19,2021,27,60,362,1,State_20
District_19,2021,33,84,300,2,State_20
District_19,2021,24,41,28,3,State_20
District_20,2021,29,86,51,0,State_22
District_20,2021,39,84,264,1,State_22
District_20,2021,32,42,140,2,State_22
District_20,2021,21,63,420,3,State_22
District_21,2021,35,63,219,0,State_4
District_21,2021,28,76,487,1,State_4
District_21,2021,29,57,233,2,State_4
District_21,2021,23,76,333,3,State_4
District_22,2021,28,41,407,0,State_8
District_22,2021,30,59,302,1,State_8
District_22,2021,30,72,199,2,State_8
District_22,2021,24,85,329,3,State_8
District_23,2021,20,73,288,0,State_1
District_23,2021,24,57,307,1,State_1
District_23,2021,24,41,228,2,State_1
District_23,2021,29,53,61,3,State_1
District_24,2021,39,49,119,0,State_27
District_24,2021,27,89,152,1,State_27
District_24,2021,33,79,239,2,State_27
District_24,2021,23,80,276,3,State_27
District_25,2021,38,87,480,0,State_16
District_25,2021,39,74,447,1,State_16
District_25,2021,28,61,228,2,State_16
District_25,2021,30,49,294,3,State_16
District_26,2021,30,71,136,0,State_1
District_26,2021,35,59,493,1,State_1
District_26,2021,28,62,0,2,State_1
District_26,2021,28,62,185,3,State_1
District_27,2021,27,46,428,0,State_23
District_27,2021,30,51,143,1,State_23
District_27,2021,34,51,4,2,State_23
District_27,2021,34,62,326,3,State_23
District_28,2021,23,44,351,0,State_24
District_28,2021,21,60,227,1,State_24
District_28,2021,29,53,452,2,State_24
District_28,2021,20,80,22,3,State_24
District_29,2021,35,84,456,0,State_18
District_29,2021,33,69,401,1,State_18
District_29,2021,30,43,293,2,State_18
District_29,2021,36,74,371,3,State_18
District_30,2021,28,41,6,0,State_14
District_30,2021,28,86,359,1,State_14
District_30,2021,32,62,228,2,State_14
District_30,2021,24,52,199,3,State_14
District_31,2021,32,75,422,0,State_24
District_31,2021,24,64,11,1,State_24
District_31,2021,23,87,30,2,State_24
District_31,2021,29,77,122,3,State_24
District_32,2021,38,60,76,0,State_9
District_32,2021,33,70,352,1,State_9
District_32,2021,38,66,386,2,State_9
District_32,2021,34,41,191,3,State_9
District_33,2021,34,66,246,0,State_24
District_33,2021,22,47,436,1,State_24
District_33,2021,32,40,400,2,State_24
District_33,2021,36,61,303,3,State_24
District_34,2021,22,55,146,0,State_22
District_34,2021,28,71,435,1,State_22
District_34,2021,34,45,283,2,State_22
District_34,2021,26,76,284,3,State_22
District_35,2021,33,71,132,0,State_3
District_35,2021,20,87,234,1,State_3
District_35,2021,21,69,124,2,State_3
District_35,2021,38,59,370,3,State_3
District_36,2021,36,71,160,0,State_17
District_36,2021,22,75,300,1,State_17
District_36,2021,39,60,456,2,State_17
District_36,2021,25,74,16,3,State_17
District_37,2021,37,77,242,0,State_7
District_37,2021,25,44,99,1,State_7
District_37,2021,37,82,133,2,State_7
District_37,2021,34,77,347,3,State_7
District_38,2021,27,88,426,0,State_15
District_38,2021,27,81,447,1,State_15
District_38,2021,30,69,382,2,State_15
District_38,2021,33,43,203,3,State_15
District_39,2021,32,41,22,0,State_3
District_39,2021,26,51,449,1,State_3
District_39,2021,32,64,172,2,State_3
District_39,2021,27,45,241,3,State_3
District_40,2021,21,55,34,0,State_16
District_40,2021,24,69,48,1,State_16
District_40,2021,23,55,434,2,State_16
District_40,2021,21,83,162,3,State_16
District_41,2021,36,61,403,0,State_8
District_41,2021,33,87,108,1,State_8
District_41,2021,27,85,244,2,State_8
District_41,2021,27,79,23,3,State_8
District_42,2021,34,64,27,0,State_12
District_42,2021,25,84,238,1,State_12
District_42,2021,32,83,57,2,State_12
District_42,2021,30,43,206,3,State_12
District_43,2021,23,84,288,0,State_12
District_43,2021,30,84,266,1,State_12
District_43,2021,31,70,362,2,State_12
District_43,2021,31,56,493,3,State_12
District_44,2021,30,76,252,0,State_11
District_44,2021,25,60,137,1,State_11
District_44,2021,23,82,321,2,State_11
District_44,2021,25,50,375,3,State_11
District_45,2021,33,80,249,0,State_3
District_45,2021,29,50,55,1,State_3
District_45,2021,22,80,175,2,State_3
District_45,2021,31,72,119,3,State_3
District_46,2021,31,57,376,0,State_6
District_46,2021,37,64,455,1,State_6
District_46,2021,39,68,112,2,State_6
District_46,2021,33,88,132,3,State_6
District_47,2021,31,42,458,0,State_16
District_47,2021,34,62,175,1,State_16
District_47,2021,35,57,173,2,State_16
District_47,2021,24,53,129,3,State_16
District_48,2021,26,50,346,0,State_5
District_48,2021,33,73,353,1,State_5
District_48,2021,20,81,464,2,State_5
District_48,2021,21,68,281,3,State_5
District_49,2021,29,74,218,0,State_1
District_49,2021,36,89,35,1,State_1
District_49,2021,20,80,384,2,State_1
District_49,2021,20,41,61,3,State_1
District_50,2021,33,80,187,0,State_22
District_50,2021,24,78,412,1,State_22
District_50,2021,32,77,304,2,State_22
District_50,2021,29,58,466,3,State_22
District_51,2021,37,54,296,0,State_6
District_51,2021,21,40,350,1,State_6
District_51,2021,32,62,262,2,State_6
District_51,2021,37,89,253,3,State_6
District_52,2021,32,80,319,0,State_4
District_52,2021,27,50,258,1,State_4
District_52,2021,39,84,282,2,State_4
District_52,2021,36,85,316,3,State_4
District_53,2021,36,87,100,0,State_4
District_53,2021,27,71,173,1,State_4
District_53,2021,27,68,462,2,State_4
District_53,2021,24,67,354,3,State_4
District_54,2021,31,65,469,0,State_19
District_54,2021,31,67,57,1,State_19
District_54,2021,25,65,143,2,State_19
District_54,2021,32,49,465,3,State_19
District_55,2021,37,83,86,0,State_4
District_55,2021,31,71,280,1,State_4
District_55,2021,37,64,314,2,State_4
District_55,2021,31,76,86,3,State_4
District_56,2021,23,67,495,0,State_10
District_56,2021,22,47,397,1,State_10
District_56,2021,33,43,351,2,State_10
District_56,2021,36,70,194,3,State_10
District_57,2021,34,82,92,0,State_16
District_57,2021,38,67,446,1,State_16
District_57,2021,33,68,238,2,State_16
District_57,2021,27,81,152,3,State_16
District_58,2021,21,42,222,0,State_19
District_58,2021,33,62,236,1,State_19
District_58,2021,38,60,104,2,State_19
District_58,2021,35,43,208,3,State_19
District_59,2021,23,51,71,0,State_19
District_59,2021,36,67,371,1,State_19
District_59,2021,30,53,174,2,State_19
District_59,2021,31,74,212,3,State_19
District_60,2021,29,56,107,0,State_4
District_60,2021,37,47,306,1,State_4
District_60,2021,37,65,128,2,State_4
District_60,2021,34,48,33,3,State_4
District_61,2021,38,48,197,0,State_26
District_61,2021,36,44,461,1,State_26
District_61,2021,35,41,468,2,State_26
District_61,2021,33,77,12,3,State_26
District_62,2021,20,88,254,0,State_16
District_62,2021,34,59,140,1,State_16
District_62,2021,36,64,290,2,State_16
District_62,2021,29,49,432,3,State_16
District_63,2021,38,62,226,0,State_2
District_63,2021,36,65,167,1,State_2
District_63,2021,39,63,266,2,State_2
District_63,2021,23,75,281,3,State_2
District_64,2021,28,58,36,0,State_8
District_64,2021,39,44,300,1,State_8
District_64,2021,29,79,367,2,State_8
District_64,2021,39,70,107,3,State_8
District_65,2021,28,54,139,0,State_20
District_65,2021,26,64,111,1,State_20
District_65,2021,26,73,461,2,State_20
District_65,2021,27,45,346,3,State_20
District_66,2021,24,59,365,0,State_1
District_66,2021,34,68,322,1,State_1
District_66,2021,28,54,481,2,State_1
District_66,2021,29,60,17,3,State_1
District_67,2021,24,49,300,0,State_24
District_67,2021,24,46,297,1,State_24
District_67,2021,25,82,365,2,State_24
District_67,2021,39,86,495,3,State_24
District_68,2021,31,45,292,0,State_5
District_68,2021,21,76,177,1,State_5
District_68,2021,28,81,112,2,State_5
District_68,2021,25,84,122,3,State_5
District_69,2021,23,40,367,0,State_11
District_69,2021,34,45,484,1,State_11
District_69,2021,26,71,231,2,State_11
District_69,2021,32,71,363,3,State_11
District_70,2021,39,78,337,0,State_4
District_70,2021,39,77,252,1,State_4
District_70,2021,33,44,2,2,State_4
District_70,2021,33,49,366,3,State_4
District_71,2021,24,77,420,0,State_8
District_71,2021,21,42,310,1,State_8
District_71,2021,28,88,480,2,State_8
District_71,2021,30,64,355,3,State_8
District_72,2021,28,48,111,0,State_17
District_72,2021,30,72,380,1,State_17
District_72,2021,27,75,395,2,State_17
District_72,2021,24,72,487,3,State_17
District_73,2021,37,64,107,0,State_14
District_73,2021,33,84,439,1,State_14
District_73,2021,25,61,49,2,State_14
District_73,2021,20,63,53,3,State_14
District_74,2021,36,67,74,0,State_2
District_74,2021,31,63,257,1,State_2
District_74,2021,32,87,398,2,State_2
District_74,2021,27,63,1,3,State_2
District_75,2021,29,71,14,0,State_7
District_75,2021,31,62,375,1,State_7
District_75,2021,37,45,179,2,State_7
District_75,2021,22,58,24,3,State_7
District_76,2021,34,57,465,0,State_7
District_76,2021,35,44,193,1,State_7
District_76,2021,39,76,358,2,State_7
District_76,2021,38,60,157,3,State_7
District_77,2021,28,57,325,0,State_17
District_77,2021,30,66,356,1,State_17
District_77,2021,38,89,241,2,State_17
District_77,2021,31,77,332,3,State_17
District_78,2021,22,72,430,0,State_27
District_78,2021,24,75,422,1,State_27
District_78,2021,29,88,133,2,State_27
District_78,2021,21,73,321,3,State_27
District_79,2021,32,40,280,0,State_26
District_79,2021,32,81,360,1,State_26
District_79,2021,35,52,172,2,State_26
District_79,2021,23,82,227,3,State_26
District_80,2021,34,88,429,0,State_2
District_80,2021,33,41,200,1,State_2
District_80,2021,36,79,389,2,State_2
District_80,2021,25,82,307,3,State_2
